ListingURL,ListingID,ListingType,ListingTitle,ListingPrice,ListingCategory,ListingLocations,SellersOrganizationName
https://www.businessforsale.com.au/australia/FFB1P3500/tfnsw-rr-contacts-bus--coach-regional-nsw,1P3500,Bus/Coach,"TfNSW R&R Contacts, Bus & Coach, Regional NSW","$5,900,000","Business for Sale > New South Wales > Wagga Wagga Riverina Region > Wagga Wagga > Transport, Distribution and Storage > Bus/Coach",Wagga Wagga NSW,https://www.businessforsale.com.au/business-brokers-profile/AB0558/the-finn-group
https://www.businessforsale.com.au/australia/ABAabba_51_534/highly-profitable-screenmonitor-mounts-business-for-sale.-flexible-and-can-be-relocated--id-1287,abba_51_534,Wholesale,Highly Profitable Screen/Monitor Mounts Business for Sale.  Flexible and Can be Relocated | ID: 1287,$495000 + SAV,Business for Sale > New South Wales > Blue Mountains & Central West Region > South Windsor > Import/Export/Wholesale > Wholesale,South Windsor NSW,https://www.businessforsale.com.au/business-brokers-profile/AB1474/abba-group
https://www.businessforsale.com.au/australia/FFB1P3506/regional-nsw-road-freight-business,1P3506,Truck,Regional NSW Road Freight Business,"$690,000","Business for Sale > New South Wales > Sydney Region > Sydney > Transport, Distribution and Storage > Truck",Sydney NSW,https://www.businessforsale.com.au/business-brokers-profile/AB0558/the-finn-group
https://www.businessforsale.com.au/australia/CBDR2-3673515/well-established-beauty-salon-for-sale,R2-3673515,Beauty Salon,Well-established beauty salon for sale,"$55,000 + SAV","Business for Sale > Queensland > Bundaberg & Wide Bay Burnett Region > Bundaberg Central > Beauty, Health and Fitness > Beauty Salon",Bundaberg Central QLD,https://www.businessforsale.com.au/business-brokers-profile/AB0037/just-us-commercial
https://www.businessforsale.com.au/australia/BBFbonza_51_3722/23240-leading-real-estate-marketing-franchise-lucrative-opportunity,bonza_51_3722,Property/Real Estate,23240 Leading Real Estate Marketing Franchise – Lucrative Opportunity!,"$150,000 With Vehicle & $2,000 Income Guarantee",Business for Sale > Queensland > Cairns & Far North Region > Cairns > Business and Professional Services > Property/Real Estate,Cairns QLD,https://www.businessforsale.com.au/business-brokers-profile/AB1561/bonza-business--franchise-sales-pty-ltd
https://www.businessforsale.com.au/australia/FFB1P3514/market-leading-led-screen-hire-and-sales-profitable-with-strong-growth,1P3514,Hire,Market leading LED Screen Hire and Sales -  Profitable with strong growth!,"$645,000",Business for Sale > Queensland > Brisbane Region > Banyo > Hire and Rental > Hire,Banyo QLD,https://www.businessforsale.com.au/business-brokers-profile/AB0558/the-finn-group
https://www.businessforsale.com.au/australia/CBDR2-3730179/a-well-established-retail-business-available-for-sale,R2-3730179,Homeware,A well-established retail business available for Sale,"$900,000 + SAV",Business for Sale > Queensland > Bundaberg & Wide Bay Burnett Region > Bundaberg Central > Specialty Retail > Homeware,Bundaberg Central QLD,https://www.businessforsale.com.au/business-brokers-profile/AB0037/just-us-commercial
https://www.businessforsale.com.au/australia/CBDR2-3418484/termimesh,R2-3418484,Pest Control,Termimesh,"$85,000 WIWO (SAV + GST)","Business for Sale > Queensland > Hervey Bay & Fraser Coast Region > Walkervale > Garden, Household Repairs and Maintenance > Pest Control",Walkervale QLD,https://www.businessforsale.com.au/business-brokers-profile/AB0037/just-us-commercial
https://www.businessforsale.com.au/australia/CBDR2-3427282/mob-i-phone,R2-3427282,Mobile Business,Mob-i-Phone,"$150,000 (SAV + GST)",Business for Sale > Queensland > Bundaberg & Wide Bay Burnett Region > Bundaberg Central > Mobile Business > Mobile Business,Bundaberg Central QLD,https://www.businessforsale.com.au/business-brokers-profile/AB0037/just-us-commercial
https://www.businessforsale.com.au/australia/NAP29919/successful-and-reputable-concrete-business-with-diverse-and-loyal-clients,29919,Building and Construction,Successful and Reputable Concrete business with diverse and loyal clients,Contact Seller for Price ,Business for Sale > Queensland > Hervey Bay & Fraser Coast Region > Kingaroy > Industrial/Manufacturing > Building and Construction,Kingaroy QLD,https://www.businessforsale.com.au/business-brokers-profile/AB1672/no-agent-business
https://www.businessforsale.com.au/australia/BB21266/gold-coast-butchery-for-sale-palm-beach,21266,Butcher,Gold Coast Butchery For Sale  Palm Beach,"$65,000 ",Business for Sale > Queensland > Sydney Region > Palm Beach > Food and Hospitality > Butcher,Palm Beach QLD,https://www.businessforsale.com.au/business-brokers-profile/AB0599/business-brokers-network-australia
https://www.businessforsale.com.au/australia/BB21037/shuttersawnings-sales-and-instalation-wide-bay-sunshine-coast-relocatable,21037,Home Based,SHUTTERS/AWNINGS SALES AND INSTALATION WIDE BAY -SUNSHINE COAST RELOCATABLE,"$85,000 WIWO",Business for Sale > Queensland > Hervey Bay & Fraser Coast Region > Cooloola > Home Based > Home Based,Cooloola QLD,https://www.businessforsale.com.au/business-brokers-profile/AB0599/business-brokers-network-australia
https://www.businessforsale.com.au/australia/BBFbonza_51_3714/34155-profitable-and-established-yoga--pilates-studio,bonza_51_3714,Sports Centre,34155 Profitable and Established Yoga & Pilates Studio,"$179,000","Business for Sale > Queensland > Sunshine Coast Region > Maroochydore > Beauty, Health and Fitness > Sports Centre",Maroochydore QLD,https://www.businessforsale.com.au/business-brokers-profile/AB1561/bonza-business--franchise-sales-pty-ltd
https://www.businessforsale.com.au/australia/C2Cxcllusive_51_720/jim-s-energy-franchise-queensland-opportunities,xcllusive_51_720,Brisbane,Jim’s Energy Franchise – Queensland Opportunities,"$15,000 – Includes Full Training",Business for Sale > Queensland > Brisbane Region > Brisbane,Brisbane QLD,https://www.businessforsale.com.au/business-brokers-profile/AB2176/coast-to-coast-business-sales
https://www.businessforsale.com.au/australia/C2Cxcllusive_51_625/full-mechanical-workshop-parts-and-accessories-hervey-bay-qld,xcllusive_51_625,Auto or Mechanical Repairs,"Full Mechanical Workshop, Parts and Accessories – Hervey Bay, QLD","$190,000 WIWO",Business for Sale > Queensland > Bundaberg & Wide Bay Burnett Region > Hervey Bay > Bike and Automotive > Auto or Mechanical Repairs,Hervey Bay QLD,https://www.businessforsale.com.au/business-brokers-profile/AB2176/coast-to-coast-business-sales
https://www.businessforsale.com.au/australia/AR7546454/pool-sales-and-service-business-for-sale,7546454,Lawn/Garden Maintenance,Pool Sales and Service Business 'For Sale',"Offers Over $250,000 + SAV + GST (if applicable)","Business for Sale > Queensland > Hervey Bay & Fraser Coast Region > Monkland > Garden, Household Repairs and Maintenance > Lawn/Garden Maintenance",Monkland QLD,https://www.businessforsale.com.au/business-brokers-profile/AB1631/realty
